CustomerID,Gender,Age,"Annual Income ($1,000)",Spending Score (1-100)
1244,Male,18,69,75
1245,Male,34,79,50
1246,Male,41,9,38
1247,Female,27,43,45
1248,Female,59,18,38
1249,Male,31,231,67
1250,Male,38,69,78
1251,Male,45,23,57
1252,Female,31,18,21
1253,Female,18,32,37
1254,Female,33,20,64
1255,Male,51,8,17
1256,Female,34,44,22
1257,Female,28,10,39
1258,Female,50,22,49
1259,Female,35,84,56
1260,Male,32,278,58
1261,Female,40,64,50
1262,Male,48,79,39
1263,Female,67,14,60
1264,Female,48,12,23
1265,Female,52,18,33
1266,Female,32,87,44
1267,Female,26,227,45
1268,Female,39,85,70
1269,Male,40,96,39
1270,Female,26,55,52
1271,Male,36,16,16
1272,Male,43,48,41
1273,Male,43,9,48
1274,Female,45,18,74
1275,Female,42,49,20
1276,Female,32,31,38
1277,Female,32,28,56
1278,Male,24,34,31
1279,Female,60,16,58
1280,Female,39,58,40
1281,Male,36,50,47
1282,Male,27,15,35
1283,Male,74,100,78
1284,Female,26,42,34
1285,Female,33,55,34
1286,Female,43,90,75
1287,Female,46,98,40
1288,Female,50,80,66
1289,Female,60,16,12
1290,Female,45,18,20
1291,Female,26,14,54
1292,Female,35,7,28
1293,Male,42,147,43
1294,Male,63,61,54
1295,Male,22,20,24
1296,Female,53,8,48
1297,Female,41,15,42
1298,Female,49,28,58
1299,Male,37,96,79
1300,Male,28,81,70
1301,Female,48,172,96
1302,Male,46,13,56
1303,Female,50,16,33
1304,Male,38,23,65
1305,Male,31,20,42
1306,Male,20,208,62
1307,Male,48,51,44
1308,Male,44,82,81
1309,Female,27,29,56
1310,Male,32,14,82
1311,Female,33,23,54
1312,Male,21,41,58
1313,Male,29,74,47
1314,Male,25,15,31
1315,Female,34,85,62
1316,Male,30,80,70
1317,Female,19,39,58
1318,Male,63,78,68
1319,Female,54,59,47
1320,Female,29,46,62
1321,Female,42,84,54
1322,Female,44,268,91
1323,Male,53,7,7
1324,Female,29,47,83
1325,Male,52,7,41
1326,Female,32,14,52
1327,Female,22,31,59
1328,Male,47,175,72
1329,Male,54,7,40
1330,Female,70,20,58
1331,Male,24,20,29
1332,Male,47,33,77
1333,Female,34,22,21
1334,Male,48,15,50
1335,Male,21,82,65
1336,Male,23,22,60
1337,Female,29,43,59
1338,Male,39,69,58
1339,Female,31,17,58
1340,Female,46,44,37
1341,Female,51,61,69
1342,Female,46,42,48
1343,Male,58,38,28
1344,Male,43,12,19
1345,Male,24,72,62
1346,Female,55,78,63
1347,Female,31,19,64
1348,Female,49,17,26
1349,Male,57,9,39
1350,Female,44,14,20
1351,Male,21,51,46
1352,Male,27,9,61
1353,Female,54,8,20
1354,Male,36,76,69
1355,Female,39,21,52
1356,Male,48,65,60
1357,Male,47,63,70
1358,Female,42,21,21
1359,Female,36,82,84
1360,Male,35,84,88
1361,Male,49,8,42
1362,Female,45,7,74
1363,Male,35,32,50
1364,Male,51,104,74
1365,Male,37,25,62
1366,Female,28,10,46
1367,Male,29,39,27
1368,Male,27,56,32
1369,Female,35,32,87
1370,Female,53,100,56
1371,Male,29,41,46
1372,Female,41,78,44
1373,Male,31,70,67
1374,Female,35,46,48
1375,Female,20,10,28
1376,Male,36,65,63
1377,Female,36,116,54
1378,Female,45,12,36
1379,Female,41,56,67
1380,Male,24,17,53
1381,Female,52,65,66
1382,Female,41,92,64
1383,Male,41,19,32
1384,Female,38,79,95
1385,Male,32,20,25
1386,Female,41,69,71
1387,Male,44,62,52
1388,Female,18,20,61
1389,Male,32,21,55
1390,Female,35,18,39
1391,Female,42,35,60
1392,Female,53,31,65
1393,Female,29,22,13
1394,Female,33,15,20
1395,Female,32,8,33
1396,Male,29,86,49
1397,Female,34,91,43
1398,Female,48,22,46
1399,Male,26,28,51
1400,Male,44,11,38
1401,Female,18,131,41
1402,Female,32,218,69
1403,Female,35,28,12
1404,Male,59,242,67
1405,Male,35,97,62
1406,Female,18,87,56
1407,Male,18,37,22
1408,Male,39,18,48
1409,Male,46,20,24
1410,Male,43,8,29
1411,Female,41,30,58
1412,Female,52,21,70
1413,Female,32,16,29
1414,Female,49,38,41
1415,Female,19,23,51
1416,Male,28,34,58
1417,Female,18,199,74
1418,Female,35,89,100
1419,Female,38,44,46
1420,Male,40,54,53
1421,Female,39,27,67
1422,Female,27,15,61
1423,Female,36,79,25
1424,Female,21,23,36
1425,Male,55,22,60
1426,Male,35,82,98
1427,Female,33,14,46
1428,Male,58,21,34
1429,Male,24,7,25
1430,Male,25,21,66
1431,Female,25,15,52
1432,Female,38,11,25
1433,Female,44,39,50
1434,Male,47,94,68
1435,Female,69,17,45
1436,Female,18,94,49
1437,Female,46,19,26
1438,Male,32,12,21
1439,Female,31,23,51
1440,Male,31,28,46
1441,Male,28,56,56
1442,Female,59,50,66
1443,Male,49,67,67
1444,Female,39,60,45
1445,Male,55,30,44
1446,Female,20,277,56
1447,Male,23,12,54
1448,Male,18,8,51
1449,Male,30,75,58
1450,Male,40,34,62
1451,Female,40,8,56
1452,Male,40,14,17
1453,Male,22,43,66
1454,Male,48,40,50
1455,Female,41,22,49
1456,Male,47,158,87
1457,Male,18,67,52
1458,Male,42,37,57
1459,Female,24,47,44
1460,Male,34,66,26
1461,Female,45,22,29
1462,Male,40,21,49
1463,Female,28,32,29
1464,Male,39,65,92
1465,Male,20,15,48
1466,Female,52,201,92
1467,Male,36,42,54
1468,Female,52,10,37
1469,Male,32,15,21
1470,Male,32,7,46
1471,Male,29,63,51
1472,Male,49,217,73
1473,Male,30,58,72
1474,Female,46,241,64
1475,Female,34,80,58
1476,Male,18,37,55
1477,Male,32,33,30
1478,Male,24,33,44
1479,Male,39,41,52
1480,Female,24,7,28
1481,Male,50,53,66
1482,Female,37,21,17
1483,Male,36,70,73
1484,Female,46,97,68
1485,Female,50,15,34
1486,Female,38,22,23
1487,Female,29,44,12
1488,Male,18,38,40
1489,Female,30,11,57
1490,Female,31,30,50
1491,Female,40,22,60
1492,Female,34,13,32
1493,Female,47,22,50
1494,Female,31,19,41
1495,Male,38,79,39
1496,Male,53,145,65
1497,Male,43,36,44
1498,Female,38,49,27
1499,Female,31,15,41
1500,Male,31,28,52
1501,Female,28,13,65
1502,Female,32,56,59
1503,Female,48,233,95
1504,Female,36,10,56
1505,Female,22,78,58
1506,Female,60,11,24
1507,Male,42,10,42
1508,Female,22,12,45
1509,Male,33,9,52
1510,Male,40,14,45
1511,Male,59,23,62
1512,Male,25,41,38
1513,Male,50,18,34
1514,Female,55,56,60
1515,Female,31,164,92
1516,Female,35,35,48
1517,Male,26,17,35
1518,Male,36,19,52
1519,Female,38,97,45
1520,Male,46,50,77
1521,Female,52,48,41
1522,Male,30,14,4
1523,Female,18,26,47
1524,Female,38,23,55
1525,Female,42,190,82
1526,Female,41,72,70
1527,Female,35,23,42
1528,Female,40,26,40
1529,Male,57,19,23
1530,Female,43,45,10
1531,Female,34,100,66
1532,Male,32,37,70
1533,Male,36,16,44
1534,Female,58,22,48
1535,Female,36,80,80
1536,Female,38,36,61
1537,Female,33,29,48
1538,Male,52,16,21
1539,Female,62,11,68
1540,Female,44,107,78
1541,Male,39,62,40
1542,Female,39,34,29
1543,Male,18,48,66
1544,Female,47,92,44
1545,Male,40,11,72
1546,Female,44,22,1
1547,Male,30,54,73
1548,Male,34,52,54
1549,Female,34,68,60
1550,Male,51,91,67
1551,Male,34,15,67
1552,Male,63,11,54
1553,Male,44,282,60
1554,Male,23,46,18
1555,Female,37,39,43
1556,Female,31,41,54
1557,Male,18,42,21
1558,Female,58,18,30
1559,Male,47,64,56
1560,Male,45,72,55
1561,Female,40,35,57
1562,Female,22,41,82
1563,Male,33,12,45
1564,Female,49,11,22
1565,Male,26,22,43
1566,Female,18,20,39
1567,Male,36,146,45
1568,Female,37,96,60
1569,Male,40,25,85
1570,Female,47,56,51
1571,Male,46,22,19
1572,Female,42,195,69
1573,Male,53,13,23
1574,Male,20,13,57
1575,Female,45,48,52
1576,Female,46,100,58
1577,Female,24,80,58
1578,Male,20,7,44
1579,Male,30,95,69
1580,Male,31,20,28
1581,Female,48,12,24
1582,Female,31,100,63
1583,Male,28,66,61
1584,Female,31,41,48
1585,Male,52,33,53
1586,Female,39,97,67
1587,Male,36,97,41
1588,Female,37,85,35
1589,Female,54,48,49
1590,Male,30,166,74
1591,Male,54,183,53
1592,Male,41,21,43
1593,Female,37,87,94
1594,Female,69,55,31
1595,Male,26,23,32
1596,Male,34,34,71
1597,Female,24,19,42
1598,Female,50,48,34
1599,Female,59,82,77
1600,Male,59,16,40
1601,Female,53,54,36
1602,Female,36,166,68
1603,Female,34,39,51
1604,Female,18,22,25
1605,Female,63,51,47
1606,Female,44,44,43
1607,Female,33,53,48
1608,Male,54,65,64
1609,Female,27,57,67
1610,Male,43,68,74
1611,Male,36,52,40
1612,Male,46,9,36
1613,Female,38,56,52
1614,Female,21,73,60
1615,Female,39,28,43
1616,Male,51,21,21
1617,Male,38,21,58
1618,Male,48,13,9
1619,Male,26,23,42
1620,Male,38,51,12
1621,Female,31,19,23
1622,Female,47,88,50
1623,Male,39,22,45
1624,Male,47,16,50
1625,Female,52,52,40
1626,Male,47,20,45
1627,Female,42,100,75
1628,Female,27,13,46
1629,Female,38,61,15
1630,Female,32,86,54
1631,Male,34,54,42
1632,Female,34,14,21
1633,Male,27,35,53
1634,Male,18,98,61
1635,Male,30,111,80
1636,Female,41,68,72
1637,Female,22,13,64
1638,Female,39,132,63
1639,Male,61,14,33
1640,Male,51,9,36
1641,Female,58,83,59
1642,Male,43,7,64
1643,Female,53,19,17
1644,Male,30,21,52
1645,Female,31,30,37
1646,Male,18,77,49
1647,Female,53,48,52
1648,Male,57,9,20
1649,Male,32,53,42
1650,Male,35,223,62
1651,Female,29,76,59
1652,Female,43,10,29
1653,Female,52,137,97
1654,Female,18,65,77
1655,Female,43,11,10
1656,Male,35,17,48
1657,Male,40,14,53
1658,Female,44,88,67
1659,Female,36,8,32
1660,Female,37,51,43
1661,Male,36,22,34
1662,Female,50,161,66
1663,Male,44,16,22
1664,Female,41,151,64
1665,Male,23,268,51
1666,Male,34,11,38
1667,Female,49,62,27
1668,Male,39,12,42
1669,Female,46,221,62
1670,Male,60,56,57
1671,Female,51,17,58
1672,Male,40,19,64
1673,Male,32,18,7
1674,Male,18,230,63
1675,Male,36,56,49
1676,Female,35,65,63
1677,Female,43,21,9
1678,Female,37,15,22
1679,Female,35,115,81
1680,Male,18,14,42
1681,Female,27,283,86
1682,Male,44,10,46
1683,Male,59,12,43
1684,Male,37,56,52
1685,Female,42,257,70
1686,Male,50,279,76
1687,Male,29,12,1
1688,Female,43,20,65
1689,Male,30,40,22
1690,Male,49,32,46
1691,Female,40,90,54
1692,Female,42,13,48
1693,Female,29,147,21
1694,Female,47,51,55
1695,Female,64,79,75
1696,Female,26,28,60
1697,Female,34,28,35
1698,Female,41,299,70
1699,Male,48,30,42
1700,Male,32,79,57
1701,Male,18,160,50
1702,Female,55,32,27
1703,Female,48,54,52
1704,Female,18,19,45
1705,Female,31,15,57
1706,Female,57,22,41
1707,Male,56,10,61
1708,Female,50,8,57
1709,Male,36,19,6
1710,Male,39,19,28
1711,Female,37,42,50
1712,Female,52,18,27
1713,Male,28,10,33
1714,Female,29,33,69
1715,Female,51,39,81
1716,Male,38,51,52
1717,Female,55,42,50
1718,Male,30,68,71
1719,Male,38,27,16
1720,Female,27,53,46
1721,Female,39,204,82
1722,Female,21,93,50
1723,Female,33,50,28
1724,Female,21,44,42
1725,Male,47,11,42
1726,Female,47,32,38
1727,Female,18,162,98
1728,Male,55,58,45
1729,Male,68,207,50
1730,Male,39,44,48
1731,Female,31,246,88
1732,Male,72,47,47
1733,Female,23,12,41
1734,Female,39,58,36
1735,Female,41,11,55
1736,Male,55,19,47
1737,Female,43,87,74
1738,Female,33,7,33
1739,Female,27,97,75
1740,Female,34,18,25
1741,Male,26,14,38
1742,Male,39,148,91
1743,Male,32,17,67
1744,Female,21,43,38
1745,Female,54,56,53
1746,Female,33,52,43
1747,Female,23,245,51
1748,Female,36,37,60
1749,Male,39,30,66
1750,Female,18,68,61
1751,Female,42,10,38
1752,Female,26,45,46
1753,Female,59,205,62
1754,Female,45,42,60
1755,Male,34,87,78
1756,Male,30,26,15
1757,Male,37,98,69
1758,Female,46,210,36
1759,Female,38,8,62
1760,Male,36,17,29
1761,Female,39,50,30
1762,Male,31,64,69
1763,Female,34,12,45
1764,Female,18,20,28
1765,Female,50,8,20
1766,Female,42,207,60
1767,Male,29,40,34
1768,Female,61,37,36
1769,Female,40,16,42
1770,Female,26,19,30
1771,Female,49,7,46
1772,Male,43,16,67
1773,Male,43,163,74
1774,Male,33,113,74
1775,Male,44,23,66
1776,Female,35,20,21
1777,Male,45,11,64
1778,Female,18,28,58
1779,Female,33,21,50
1780,Male,59,19,57
1781,Female,29,23,39
1782,Male,31,95,55
1783,Female,33,66,78
1784,Male,24,53,63
1785,Male,18,15,59
1786,Male,36,296,69
1787,Male,40,114,54
1788,Male,38,18,39
1789,Female,37,22,56
1790,Female,39,59,70
1791,Female,51,9,31
1792,Male,36,56,57
1793,Female,32,59,38
1794,Male,35,40,58
1795,Female,45,13,30
1796,Female,55,57,65
1797,Male,31,241,52
1798,Female,40,11,61
1799,Female,43,50,65
1800,Female,27,14,29
1801,Male,39,19,49
1802,Male,21,49,46
1803,Female,18,20,55
1804,Female,43,17,23
1805,Female,34,12,14
1806,Male,41,39,33
1807,Male,38,84,55
1808,Female,27,21,59
1809,Female,38,39,63
1810,Female,24,19,60
1811,Male,55,35,78
1812,Male,22,41,50
1813,Female,36,52,42
1814,Female,26,231,56
1815,Female,45,283,60
1816,Male,35,8,12
1817,Female,32,65,65
1818,Male,49,14,14
1819,Male,39,112,66
1820,Female,45,18,60
1821,Female,27,10,39
1822,Female,22,15,44
1823,Male,40,23,51
1824,Male,35,78,57
1825,Male,46,187,68
1826,Female,38,30,46
1827,Female,41,72,50
1828,Male,19,91,46
1829,Male,61,10,62
1830,Female,37,20,12
1831,Male,47,20,49
1832,Male,28,20,20
1833,Male,42,20,48
1834,Male,23,21,43
1835,Male,44,19,28
1836,Male,34,18,47
1837,Female,39,184,79
1838,Female,47,8,31
1839,Male,24,55,59
1840,Female,30,52,17
1841,Female,44,44,35
1842,Female,64,9,54
1843,Female,37,16,41
1844,Male,46,11,15
1845,Male,37,18,26
1846,Female,62,13,20
1847,Female,18,25,48
1848,Female,40,48,39
1849,Male,19,33,57
1850,Male,18,61,43
1851,Female,42,18,63
1852,Male,40,68,65
1853,Male,35,9,44
1854,Male,37,72,76
1855,Male,76,71,59
1856,Female,35,43,25
1857,Male,45,11,56
1858,Female,31,58,48
1859,Male,42,11,41
1860,Male,36,14,27
1861,Male,34,14,21
1862,Male,60,20,47
1863,Female,53,54,72
1864,Male,40,78,72
1865,Male,18,12,52
1866,Male,34,261,77
1867,Female,71,240,71
1868,Female,36,271,65
1869,Female,52,85,80
1870,Male,56,15,34
1871,Male,41,21,39
1872,Female,28,62,39
1873,Female,18,56,27
1874,Male,47,96,58
1875,Male,29,251,50
1876,Male,41,52,61
1877,Male,24,8,13
1878,Female,35,16,41
1879,Female,39,21,44
1880,Male,42,33,30
1881,Male,25,53,35
1882,Male,53,73,68
1883,Male,31,57,57
1884,Male,18,250,64
1885,Female,37,36,63
1886,Female,39,87,57
1887,Female,40,7,43
1888,Female,55,67,58
1889,Male,36,45,60
1890,Male,37,13,34
1891,Female,25,19,40
1892,Female,48,281,59
1893,Male,41,12,21
1894,Female,33,43,70
1895,Male,18,18,48
1896,Male,56,32,31
1897,Male,24,90,52
1898,Female,31,17,43
1899,Female,43,55,40
1900,Male,24,176,53
1901,Male,21,86,86
1902,Female,18,77,58
1903,Male,47,58,59
1904,Female,32,23,54
1905,Male,74,48,41
1906,Female,27,97,40
1907,Male,27,15,33
1908,Female,32,23,29
1909,Female,41,21,45
1910,Female,33,24,56
1911,Female,46,72,66
1912,Male,27,14,57
1913,Male,22,49,62
1914,Female,18,263,76
1915,Female,18,20,9
1916,Male,32,31,56
1917,Male,35,230,91
1918,Male,31,277,26
1919,Female,53,21,43
1920,Female,53,11,34
1921,Male,34,9,26
1922,Female,18,94,60
1923,Male,32,79,89
1924,Female,31,28,51
1925,Male,31,17,37
1926,Female,30,12,19
1927,Male,31,27,50
1928,Female,34,62,65
1929,Male,31,81,65
1930,Female,41,62,46
1931,Male,43,20,72
1932,Male,28,23,60
1933,Male,54,23,56
1934,Male,27,19,18
1935,Male,19,7,32
1936,Male,43,8,29
1937,Female,29,10,25
1938,Male,42,19,61
1939,Female,18,95,87
1940,Female,55,10,35
1941,Female,47,25,68
1942,Female,20,66,66
1943,Male,21,39,91
1944,Male,59,105,64
1945,Male,30,15,48
1946,Female,28,83,86
1947,Female,18,124,83
1948,Female,34,64,74
1949,Female,36,9,30
1950,Female,47,21,43
1951,Female,22,13,23
1952,Female,20,59,59
1953,Male,44,95,40
1954,Male,51,23,7
1955,Male,20,59,52
1956,Male,51,27,72
1957,Male,39,46,67
1958,Female,52,87,57
1959,Male,38,88,87
1960,Male,18,16,28
1961,Female,37,50,29
1962,Female,51,21,12
1963,Male,28,40,37
1964,Female,34,204,86
1965,Male,36,97,53
1966,Male,18,28,50
1967,Female,59,22,67
1968,Female,28,13,24
1969,Female,45,32,63
1970,Female,37,7,52
1971,Female,54,58,39
1972,Male,43,14,51
1973,Female,36,13,35
1974,Female,28,12,31
1975,Female,48,254,100
1976,Male,18,89,65
1977,Female,46,17,52
1978,Female,25,11,62
1979,Male,54,56,38
1980,Male,40,17,59
1981,Female,46,39,34
1982,Male,39,97,47
1983,Female,18,34,49
1984,Female,28,34,34
1985,Female,47,33,68
1986,Female,40,199,78
1987,Male,53,217,61
1988,Female,43,28,75
1989,Female,27,14,42
1990,Male,29,36,40
1991,Male,40,21,44
1992,Female,18,55,57
1993,Male,59,57,51
1994,Female,44,18,29
1995,Male,53,14,57
1996,Male,20,44,43
1997,Male,53,91,49
1998,Female,65,46,23
1999,Female,23,56,61
2000,Female,48,14,39
2001,Female,39,36,55
2002,Female,20,28,52
2003,Male,44,33,42
2004,Female,49,20,15
2005,Female,31,47,58
2006,Male,52,17,59
2007,Female,18,20,34
2008,Male,21,168,83
2009,Female,40,22,3
2010,Female,39,23,55
2011,Female,30,60,71
2012,Female,48,69,75
2013,Male,45,40,4
2014,Female,49,82,76
2015,Female,37,73,47
2016,Female,46,18,33
2017,Female,33,8,38
2018,Male,63,11,38
2019,Female,29,73,74
2020,Male,64,13,53
2021,Male,39,12,51
2022,Male,22,34,50
2023,Male,55,37,52
2024,Female,40,59,35
2025,Female,49,25,29
2026,Female,53,17,57
2027,Male,43,43,57
2028,Male,31,45,50
2029,Female,50,229,71
2030,Male,39,13,49
2031,Female,47,66,38
2032,Male,18,52,71
2033,Female,44,20,45
2034,Male,31,86,77
2035,Male,58,7,12
2036,Female,46,159,92
2037,Female,41,92,59
2038,Female,44,18,42
2039,Female,27,11,37
2040,Female,58,14,36
2041,Male,62,17,35
2042,Male,43,10,30
2043,Female,58,21,23
2044,Female,32,43,56
2045,Male,29,18,25
2046,Male,39,82,46
2047,Female,44,83,41
2048,Male,34,33,37
2049,Male,45,92,75
2050,Female,42,22,29
2051,Female,27,14,35
2052,Female,45,61,52
2053,Female,49,26,46
2054,Male,41,52,87
2055,Male,52,70,61
2056,Male,24,258,70
2057,Female,44,33,60
2058,Female,24,67,70
2059,Male,25,17,53
2060,Male,31,10,40
2061,Female,27,97,92
2062,Female,32,35,50
2063,Male,36,44,36
2064,Female,49,22,40
2065,Female,35,37,26
2066,Male,19,22,55
2067,Female,52,50,5
2068,Female,28,10,43
2069,Female,38,7,35
2070,Female,44,7,66
2071,Male,41,21,7
2072,Female,52,82,40
2073,Female,44,9,31
2074,Male,28,20,37
2075,Male,65,32,39
2076,Male,41,42,50
2077,Female,37,14,29
2078,Female,50,8,44
2079,Male,41,105,23
2080,Male,43,56,48
2081,Female,68,17,36
2082,Female,35,60,64
2083,Female,35,8,73
2084,Male,40,19,37
2085,Female,51,40,61
2086,Female,20,93,55
2087,Female,18,15,26
2088,Male,31,68,91
2089,Male,19,9,56
2090,Female,33,14,44
2091,Male,45,9,52
2092,Male,28,7,47
2093,Female,21,217,68
2094,Female,39,36,22
2095,Female,49,11,36
2096,Male,18,186,81
2097,Male,48,75,52
2098,Male,48,66,80
2099,Male,50,213,80
2100,Female,53,7,19
2101,Male,65,99,47
2102,Female,34,60,46
2103,Female,40,86,48
2104,Male,34,87,70
2105,Male,39,15,28
2106,Female,57,91,60
2107,Male,22,14,51
2108,Male,28,21,33
2109,Female,55,10,28
2110,Male,51,210,74
2111,Female,34,11,56
2112,Female,49,41,47
2113,Female,43,14,50
2114,Male,57,102,51
2115,Male,39,23,56
2116,Female,51,91,93
2117,Female,70,96,50
2118,Male,46,42,25
2119,Female,39,22,49
2120,Male,47,80,72
2121,Male,34,295,72
2122,Female,67,89,49
2123,Male,41,12,32
2124,Female,35,101,73
2125,Male,28,12,26
2126,Male,52,29,52
2127,Male,49,93,87
2128,Female,33,15,49
2129,Male,45,92,69
2130,Female,20,44,60
2131,Female,41,80,47
2132,Female,44,12,28
2133,Male,59,46,45
2134,Female,29,90,48
2135,Male,23,10,23
2136,Male,28,13,68
2137,Female,22,249,97
2138,Male,55,11,29
2139,Female,57,119,73
2140,Male,42,16,36
2141,Male,53,14,61
2142,Male,40,95,77
2143,Male,37,38,20
2144,Female,35,58,59
2145,Female,35,24,26
2146,Male,20,83,83
2147,Female,42,14,43
2148,Female,38,30,36
2149,Female,47,15,45
2150,Male,40,53,38
2151,Female,37,12,54
2152,Female,28,9,59
2153,Male,39,25,40
2154,Male,47,20,83
2155,Female,25,14,71
2156,Female,40,61,41
2157,Female,41,27,44
2158,Female,30,99,79
2159,Female,31,44,70
2160,Male,41,19,26
2161,Male,25,32,65
2162,Male,43,19,74
2163,Female,28,91,67
2164,Male,51,142,58
2165,Female,67,47,53
2166,Male,28,39,49
2167,Male,45,18,22
2168,Female,30,25,62
2169,Male,51,81,47
2170,Female,23,22,28
2171,Male,44,19,54
2172,Female,28,28,21
2173,Female,36,85,74
2174,Male,26,12,13
2175,Female,48,260,46
2176,Male,28,23,39
2177,Female,45,23,46
2178,Male,34,65,80
2179,Male,37,19,37
2180,Female,40,61,43
2181,Female,29,19,52
2182,Female,41,20,19
2183,Female,57,13,47
2184,Female,29,298,50
2185,Male,53,37,47
2186,Male,56,80,52
2187,Male,29,10,31
2188,Male,21,56,52
2189,Male,42,62,60
2190,Male,32,249,81
2191,Female,61,75,33
2192,Male,39,98,58
2193,Male,29,19,24
2194,Male,25,27,63
2195,Female,52,58,62
2196,Female,32,237,80
2197,Female,39,14,36
2198,Male,50,23,46
2199,Male,33,59,28
2200,Female,38,12,10
2201,Male,38,12,23
2202,Female,47,98,61
2203,Female,46,32,55
2204,Female,36,78,10
2205,Male,39,101,82
2206,Male,34,20,42
2207,Female,21,61,25
2208,Male,42,7,44
2209,Female,61,119,90
2210,Male,28,35,56
2211,Male,29,21,52
2212,Male,28,7,13
2213,Female,47,38,43
2214,Male,44,21,19
2215,Male,37,22,66
2216,Female,27,83,75
2217,Male,40,63,100
2218,Female,20,9,30
2219,Male,40,35,49
2220,Female,49,90,65
2221,Male,23,13,56
2222,Male,20,99,55
2223,Female,57,7,43
2224,Female,31,56,52
2225,Female,52,34,59
2226,Female,37,52,40
2227,Female,37,87,59
2228,Male,44,19,40
2229,Female,28,18,45
2230,Female,40,42,68
2231,Male,34,98,89
2232,Female,23,10,19
2233,Male,43,65,51
2234,Male,35,12,31
2235,Male,37,11,44
2236,Male,24,87,56
2237,Male,58,15,53
2238,Female,49,58,60
2239,Female,50,15,7
2240,Female,35,18,45
2241,Male,18,58,47
2242,Female,62,43,56
2243,Male,38,40,47
2244,Male,30,35,68
2245,Male,44,10,50
2246,Female,53,33,60
2247,Female,38,259,83
2248,Male,54,70,54
2249,Male,51,15,32
2250,Female,26,19,63
2251,Female,30,222,57
2252,Male,50,29,71
2253,Male,18,30,42
2254,Male,37,83,67
2255,Male,21,12,72
2256,Male,33,51,40
2257,Female,35,293,71
2258,Female,34,44,62
2259,Female,32,19,49
2260,Female,25,13,33
2261,Male,66,11,37
2262,Male,61,91,63
2263,Male,25,22,61
2264,Female,57,10,31
2265,Male,34,259,70
2266,Male,40,7,44
2267,Male,38,10,55
2268,Male,31,9,45
2269,Female,50,10,29
2270,Female,40,24,43
2271,Female,33,241,34
2272,Female,23,75,45
2273,Female,28,57,59
2274,Male,19,52,72
2275,Male,39,32,61
2276,Male,24,13,52
2277,Male,35,19,35
2278,Female,55,283,88
2279,Male,53,8,43
2280,Female,38,7,70
2281,Female,37,30,54
2282,Female,61,41,75
2283,Female,45,14,54
2284,Female,35,18,55
2285,Female,21,17,18
2286,Female,43,53,66
2287,Male,48,15,34
2288,Female,31,51,46
2289,Female,42,27,27
2290,Female,34,101,48
2291,Male,36,23,42
2292,Female,18,17,21
2293,Female,36,25,33
2294,Female,50,85,63
2295,Female,31,18,45
2296,Female,39,55,53
2297,Female,29,15,59
2298,Female,43,17,39
2299,Female,36,28,49
2300,Female,27,13,20
2301,Male,54,91,35
2302,Male,50,56,76
2303,Female,31,47,72
2304,Female,44,48,31
2305,Male,45,54,50
2306,Female,46,11,47
2307,Female,18,100,54
2308,Male,51,240,66
2309,Female,32,14,44
2310,Female,34,8,60
2311,Female,70,21,46
2312,Male,42,31,48
2313,Female,34,25,46
2314,Male,18,83,75
2315,Male,55,77,72
2316,Female,22,29,55
2317,Female,26,28,49
2318,Female,35,26,63
2319,Female,55,39,47
2320,Female,48,58,60
2321,Male,37,32,26
2322,Male,42,58,41
2323,Male,31,42,61
2324,Female,40,57,35
2325,Male,39,101,43
2326,Male,50,33,45
2327,Male,50,33,22
2328,Female,44,43,24
2329,Male,34,24,54
2330,Female,47,12,33
2331,Female,37,20,61
2332,Female,26,25,35
2333,Male,34,61,43
2334,Male,40,262,71
2335,Female,49,9,13
2336,Female,36,10,56
2337,Female,24,19,43
2338,Female,39,9,24
2339,Female,40,77,61
2340,Female,41,19,44
2341,Male,50,45,37
2342,Female,51,27,20
2343,Female,31,40,47
2344,Female,31,67,90
2345,Male,26,44,40
2346,Male,47,14,58
2347,Male,56,92,50
2348,Female,35,69,65
2349,Male,36,23,49
2350,Female,56,13,49
2351,Male,45,15,26
2352,Male,44,8,51
2353,Male,24,251,97
2354,Male,47,50,51
2355,Male,27,12,28
2356,Female,25,72,57
2357,Male,34,54,86
2358,Female,31,8,40
2359,Female,36,111,54
2360,Female,21,72,34
2361,Female,50,88,31
2362,Female,52,28,53
2363,Female,18,84,68
2364,Female,50,10,33
2365,Male,29,57,47
2366,Female,49,172,51
2367,Female,38,23,37
2368,Male,39,73,74
2369,Female,36,31,37
2370,Male,53,18,63
2371,Male,24,95,43
2372,Male,46,18,40
2373,Male,52,49,62
2374,Female,47,12,38
2375,Male,66,202,64
2376,Female,32,20,17
2377,Female,50,18,56
2378,Male,37,19,39
2379,Female,53,274,88
2380,Male,38,91,65
2381,Male,34,86,52
2382,Male,54,38,47
2383,Male,33,29,73
2384,Female,22,18,26
2385,Female,32,57,82
2386,Male,46,10,28
2387,Female,55,185,50
2388,Male,40,74,58
2389,Male,54,58,82
2390,Male,22,23,4
2391,Female,33,100,54
2392,Female,35,23,52
2393,Female,37,23,40
2394,Female,40,17,50
2395,Male,47,62,46
2396,Female,33,64,50
2397,Female,40,8,38
2398,Female,38,19,21
2399,Male,27,47,45
2400,Male,37,86,49
2401,Female,37,22,37
2402,Female,37,23,45
2403,Female,39,110,51
2404,Female,39,256,71
2405,Male,33,285,100
2406,Male,54,76,47
